lat,long,delta_weight
45.106201171,-123.284187316,-0.31600951969145696
45.106201171,-123.284252166,-0.6267765043443646
45.106201171,-123.28432846000001,0.47505218998085313
45.106201171,-123.284416198,0.0769573966700728
45.106201171,-123.284496307,-0.666461363070111
45.106204986,-123.28458785999999,0.17119129434445243
45.106220245,-123.28480529699999,0.2964468527803945
45.106220245,-123.2848129265,-0.03797234882471774
45.10621643,-123.2848129265,0.027213038957119365
45.10621643,-123.28487014699999,0.13404873975336168
45.1062412255,-123.2849044795,-0.30479976682780563
45.106315612,-123.2849044795,0.35902324439978034
45.106365203,-123.2848548885,-0.48501598345806224
45.106365203,-123.284763336,0.43032911317403133
45.106365203,-123.284683227,0.1406709951823337
45.106365203,-123.28462600649999,0.33757794886997883
45.106365203,-123.28456878649999,0.1554375771939925
45.106365203,-123.28450393649999,0.17370538815033829
45.106365203,-123.2844123835,0.27408277784498747
45.106361388500005,-123.284282684,0.38192398206092965
45.106357574,-123.284179687,0.2817087987618924
45.106357574,-123.28412246650001,0.315149609516307
45.106357574,-123.2840499875,0.3869870167629024
45.106357574,-123.28396987849999,0.3289642585444963
45.106361388500005,-123.2838783255,0.3640634270299704
45.106365203,-123.283763885,0.2825953120093474
45.106365203,-123.2836494445,0.3125981574939755
45.106365203,-123.28353500349999,0.3348270337069559
45.106365203,-123.283397674,0.3954929524811914
45.106365203,-123.283260345,0.19658910637271904
45.106361388500005,-123.2831459045,0.30387825692205767
45.106361388500005,-123.28303146350001,0.26208096653254526
45.106365203,-123.2829170225,0.291838979218403
45.106365203,-123.2828025815,0.11869828651111504
45.106365203,-123.2827148435,0.21669557221793875
45.106365203,-123.282657623,0.2253010267657936
45.106361388500005,-123.2825851435,0.3201111681805422
45.106357574,-123.282505035,0.14444412510730928
45.106243133,-123.28230667099999,0.28643362246222975
45.106128692,-123.282291412,0.1134277652625408
45.106128692,-123.2823829645,0.13446636068310427
45.106128692,-123.2824707025,0.2106568911216401
45.106128692,-123.28253555250001,0.5935409590880749
45.106128692,-123.28260040250001,-0.5710382260690217
45.106128692,-123.282665252,-0.2933715610954882
45.106132507,-123.282730102,-1.5627739862873156
45.106136322,-123.2827873225,1.0
45.106136322,-123.282844543,0.43485127715425376
45.106136322,-123.2829170225,0.19301132460018852
45.106136322,-123.282993316,-0.7303313424937562
45.106136322,-123.28308105400001,-0.006314402540217732
45.106136322,-123.28316879249999,0.18242733865812152
45.106136322,-123.283260345,0.23813717102345328
45.106136322,-123.28334808299999,0.20179043348813264
45.106136322,-123.283412933,0.17134399035706865
45.106136322,-123.2834815975,0.22591482090957193
45.106136322,-123.2835693355,0.2746135793705627
45.106136322,-123.28397750799999,0.3710563020185115
45.1061401365,-123.2840499875,0.4867450466771117
45.106143951,-123.284130096,0.1893709758707928
45.1061477655,-123.28421401899999,0.27294974828571583
45.1061477655,-123.28430175700001,0.2150538196656657
45.106143951,-123.28437423650001,0.2247328742986774
45.106143951,-123.2844657895,0.32703592266525267
45.106143951,-123.28455352750001,0.3893550827435133
45.1061477655,-123.284610748,0.25813037663936655
45.10615158,-123.284675598,0.19796905135892276
45.10615158,-123.2847404475,0.3809673531415387
45.10615158,-123.284832,0.22748852742064668
45.1061763755,-123.2849044795,0.08317133966527662
45.106222152,-123.284889221,0.42808545758972094
45.1062469475,-123.28483963,-1.0015002112941338
45.106254577,-123.2847824095,0.3138883711259628
45.106262206500006,-123.2847175595,0.017499251915117576
45.106266021,-123.28462600649999,-0.008485610626374141
45.106266021,-123.2845382685,0.0801030818351418
45.106269836,-123.2844734185,0.0007696417938218315
45.106273651,-123.2844085685,-0.04562253371918092
45.1062774655,-123.284351348,0.09570951462707218
45.10628128,-123.2842941275,0.060937032475166845
45.10628128,-123.284229278,0.020052626848982458
45.10628128,-123.28416442849999,-0.007712271529212333
45.10628128,-123.284107208,0.013750201052063014
45.106273651,-123.2839202875,-0.005960733048736971
45.106273651,-123.2838554375,-0.029055507088778628
45.106273651,-123.283763885,0.06196506240052648
45.106269836,-123.283676147,0.01364907845915957
45.106266021,-123.283611297,0.008069959583896261
45.106266021,-123.2835197445,-0.025970370277603485
45.106266021,-123.28343200649999,0.10481719807240976
45.106266021,-123.2832183835,0.012930205539501685
45.106266021,-123.283161163,0.00560697984824371
45.106262206500006,-123.28310394249999,0.04572524265980817
45.106254577,-123.28303909249999,-0.01737770155523608
45.106250762,-123.28297424249999,0.0009628876463346343
45.106250762,-123.28291702199999,0.07834051285378842
45.106250762,-123.2828598015,-0.00013755537804765596
45.106250762,-123.282794952,-0.22567356679434875
